program,threads,n,time,speedup,efficiency
pi_p,1,2000000000,8.62419,0.9679542465244079,0.9679542465244079
pi_p,2,2000000000,7.0455733333333335,1.1848320836913202,0.5924160418456601
pi_p,4,2000000000,6.342242,1.3162256081261696,0.3290564020315424
